	thread	tid	sent	ManualLabel	codes	stakeholder	signal	intent	action	LEN	LEN.1
3989	12094564	12094564:16	Log4j 2.0 provides an adaptation layer for log4j 1.x which at present time (2012-08) is URL_http://logging.apache.org/log4j/2.x/log4j12-api/api.html [CODETERM1] .	p	['Usability']		suggestion			164	29
3194	338586	338586:183	I say new, but it's really been around for years, just not as open source.	o	['Usability']					78	54
1448	4991084	4991084:40	Here's an example of Spring Security 3.x of one of my projects:- CODESNIPPET_JAVA1 .	o	['Others']					86	109
682	1109307	1109307:26	@Pacerier I believe it should be the same port you specify on your socket.	o	['OnlySentiment']					76	157
1329	4644625	4644625:10	You can also use some plugins for libraries from questions, pointed in comments, especially pay attention to URL_http://incubator.apache.org/opennlp/ [OpenNLP] and URL_http://gate.ac.uk/ [GATE] . 	o	['Others']					198	115
1418	4991084	4991084:10	Ciphers) are simplified to a level that is not just bearable, but often a joy to use.	p	['Others']					87	111
4470	309424	309424:178	I ran some timing tests because time matters, always.	o	[u'Performance']					55	4
3746	7250741	7250741:14	(N.B.	o	['Usability']					7	38
3608	309424	309424:103	When we reinvent the wheel, we work twice as hard yet get to the finish line much later.	n	['Usability']					90	42
607	1359689	1359689:12	Microsoft?	o	['Legal']					12	163
2767	2994304	2994304:29	ugh?	o	['Performance']		explain			6	65
2083	4706995	4706995:15	I believe there is some work being done to help integrate functions that will help enable these types of authentication into the framework.	o	['Others']		suggestion			141	86
3510	309424	309424:5	CODESNIPPET_JAVA1 .	o	['Usability']					21	44
4151	1802915	1802915:36	Easy!	o	['Usability']					7	22
3802	5620985	5620985:18	JOOQ is maybe a better choice for hardcore SQL development, but Querydsl has a simpler API and supports also other backends (JPA, JDO, Lucene, Mongodb etc.	o	['Usability']					157	36
799	2356137	2356137:37	There are performance trade-offs that _could_ make it slower, so YMMV.	n	['OnlySentiment']					72	147
4415	309424	309424:123	@jmort253 If you would already use apache commons I would say, go for it.	p	[u'Others']		suggestion			75	8
454	3125927	3125927:6	You can use URL_http://www.rexsl.com/rexsl- test/apidocs-0.10/com/rexsl/test/request/JdkRequest.html [CODETERM1] from URL_http://www.rexsl.com/rexsl-test [rexsl-test] (I'm a developer), which does all this work for you, decorating CODETERM2 , firing HTTP requests and parsing responses, for example: CODESNIPPET_JAVA1 .	o	['Documentation']					321	183
1404	327513	327513:17	I don't know any better search lib.	n	['Others']					37	111
2094	7873197	7873197:1	Getting Access to HttpServletRequest object in restful web service.	o	['Others']					69	86
2039	20639844	20639844:42	If you want a pure web form type approach, take a look at another of my projects URL_https://github.com/gary-rowe/MultiBitMerchant [MultiBit-Merchant] which provides multiple authentication methods (web form, HMAC, cookie).	o	['Others']					225	88
1616	3451935	3451935:2	I am developing a simple internal use application with an intended user base of around 100 people.	o	['Others']					100	103
3369	5536458	5536458:22	;) With the built in Serialization you have no choice, but if you do it yourself, you can make it anything you want.	o	['Usability']					118	49
1434	4991084	4991084:26	At the end of the day, I think choosing either of these two is more about your mental model - which of the two make more sense and is more intuitive for you?	p	['Others']					159	110
55	2129375	2129375:29	and I want extraction as it's main job not transformation.	o	['Bug']					60	332
1312	992019	992019:160	All contents of the file except the first 9 bytes were decrypted properly.	o	['Others']					76	116
500	1728020	1728020:44	This just worked so we didn't look further for alternatives.	n	['Documentation']		explain suggestion			64	176
3495	3409608	3409608:45	But really your performance will be limited by the network bandwidth, not CPU bandwidth.	p	['Usability']					90	45
2811	2994304	2994304:73	Takes while to get used to but once you have it, it's a pretty nice framework for writing applications.	n	['Performance']					105	64
713	1109307	1109307:57	For any sort of pc-to-pc file transfer, you need to have a listener on the destination PC.	o	['OnlySentiment']					92	155
2382	7358775	7358775:71	I just assumed they knew what they were talking about.	o	['Others']					56	76
2502	7358775	7358775:191	@netbrain : Yes, you can run Pivot as desktop app (JFrame) or applet (JApplet).	o	['Others']					81	73
2805	2994304	2994304:67	jmonkeyengine is only for games.	n	['Performance']					34	64
2589	26458	26458:25	It does not depend on the Swing Application Framework at all.	p	['Performance', 'Portability']					63	71
1295	992019	992019:143	Also it doesn't specify the mode; read Wikipedia's Block Cipher Modes of Operation for concerns.	o	['Others']					98	116
2590	26458	26458:26	You do not have to know anything about the SAF.	o	['Performance', 'Portability']					49	71
3196	338586	338586:185	I have developed an Add-on for Android's in-built JSON Parser (or.json.	o	['Usability']					73	54
3460	3409608	3409608:10	Some snippets of code to give you an idea: The thread start-up: CODESNIPPET_JAVA1 .	o	['Usability']					85	46
3034	338586	338586:23	I notice that there is also a library called URL_http://code.google.com/p /google-gson/ [google-gson] .	o	['Security']					105	58
3241	1688099	1688099:44	Which, if using the jsondriver and setting the proper settings, will encode ugly types into the actual json, so that you don't loose anything.	p	['Usability']					144	52
634	1359689	1359689:39	Apache HttpComponents saved the day.Our project currently still uses an ugly hybrid, with a few dodgy adapters to convert java.net.URLs to the URIs HttpComponents uses.	n	['OnlySentiment']					170	161
1431	4991084	4991084:23	Finally, Shiro offers extreme 'pluggability' as well.	p	['Others']					55	111
507	1728020	1728020:51	If your application is very sensitive to such delays, polling is out.	p	['Documentation']					71	175
582	5415111	5415111:68	See URL_https://hc.apache.org /httpcomponents-client-ga/tutorial/html/fluent.html [tutorials] .	o	['Legal']					97	166
35	2129375	2129375:9	This is what I mean.	o	['Bug']					22	368
3126	338586	338586:115	Can you update your original link?	o	['Usability']					36	55
2066	2476239	2476239:19	It took a 12M regular jpeg image and converted it to required format using gimp.	o	['Others']					82	87
1186	992019	992019:34	CODESNIPPET_JAVA2 .	o	['Others']					21	122
666	1109307	1109307:10	Sending code: CODESNIPPET_JAVA2 .	o	['OnlySentiment']					35	158
4164	1802915	1802915:49	PS: I would post this as a comment but I don't have enough reputation to do that yet.	p	['Usability']					87	21
4327	309424	309424:35	Simplifies the caller code considerably.	p	['Usability']					42	16
337	922779	922779:10	 it seems that JDK1.4x does not allow an interface to be specified for the debug port.	n	['Documentation', 'Community']					88	203
4356	309424	309424:64	A quick but not clean solution.	n	['Usability']					33	13
2148	8938752	8938752:46	When would using regular servlets instead of jersey be appropriate?	o	['Others']					69	84
4238	2971315	2971315:52	A + B is a contrived example for sure.	n	['Usability']					44	21
2275	221442	221442:29	For more information see: URL_http://bdoughan.blogspot.com/2010/08/creating-restful-web-service-part-55.html [ URL_http://bdoughan.blogspot.com/2010/08/creating-restful-web-service-part-55.html ] .	o	['Others']					199	80
789	2356137	2356137:27	E.g.	o	['OnlySentiment']					6	147
1391	327513	327513:4	What Java implemenations exists?	o	['Others']					34	112
1096	49226	49226:4	I referred other guys posts but those are mainly using RSA and in my understanding RSA is generally suitable for encrypting the communication data (with private-public key pair).	o	['Others']					180	127
222	410890	410890:11	Now I see that this could have been two seperate questions: 1.	o	['Community']					64	228
4451	309424	309424:159	I've added the encoding.	o	[u'Others']					26	5
2464	7358775	7358775:153	Promising.	o	['Others']					12	74
1366	5571519	5571519:33	URL_http://alias-i.com/lingpipe/ [LingPipe] , URL_http://opennlp.sourceforge.net/projects.html [OpenNLP] , etc.	p	['Others']					113	113
742	3775694	3775694:22	The delete operation also returns false when it fails, so you can check this value to do some error handling if necessary.	o	['OnlySentiment']					124	152
1039	326390	326390:187	In short, please don't do this :).	n	['Others']					36	130
3910	6089399	6089399:10	Log4j is the logging implementation on most JavaEE app-servers out there, so that's a good advert for its concurrency abilities.	p	['Usability']					130	32
2329	7358775	7358775:18	By itself is pretty low-level, and it uses the platform's native widgets through JNI.	o	['Others']					87	78
854	326390	326390:2	I've been using this idiom for some time now.	o	['OnlySentiment']					47	143
2395	7358775	7358775:84	Close as not constructive is subjective at best.	n	['Others']					50	76
247	410890	410890:36	Anyway, the only good way I've found to find the NPE thrower in these cases is the following kind of refactoring: CODESNIPPET_JAVA1 .	p	['Community']					135	222
2491	7358775	7358775:180	In your opinion, would an advanced component like a TreeTable with column sorting and filtering be a big issue with SWT+JFace?	o	['Others']					128	73
856	326390	326390:4	Does anyone have a better/different way to read a file into a string in Java?	o	['OnlySentiment']					79	142
3345	13498349	13498349:16	To use it you would have an object like this... CODESNIPPET_JAVA1 .	o	['Usability']					69	49
